tokenId,domain,metadata.name,metadata.description,metadata.image,metadata.animation_url,metadata.stakingRequests,metadata.attributes.1.Base Model,metadata.attributes.2.Industry,metadata.attributes.3.Primary Color,metadata.attributes.4.Primary Material,metadata.attributes.5.Secondary Color,metadata.attributes.6.Secondary Material
0x6ef805769074c2ea88ee37a665b60ea04c13b307c6827e7d8d9154403819c92c,wilder.kicks.airwild.season1.14,Spatial Zero,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmcmrKJFbZSghStRxB4JCFFjTui6MgLboPUyYPxJgE4JmE,ipfs://QmaKYDjjb86AnkaRWxN1daofTJu4wfawpCaMQKeBud5iKy,disabled,Zero,Wilder.Kicks,Green,Resin,Green,Steel
0x2b3f38447f532a249a92dd6ec8ec2776cbd122cb83bcc3d5b840e878fc725675,wilder.kicks.airwild.season1.140,Forged Momentum,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmYYBzaRnrPtLS9TSQ528uPLm9kmbpeWT3ZtqFivJ9UFmH,ipfs://QmVisSMzdYD832pZGRMMrGGBHQyCCDFS5Dwm5fEsFYhT31,disabled,Momentum,Wilder.Kicks,None,Steel,None,None
0x3d5c7bfeba8b3519ac4ac158e97af7bf8006aff0020df4e613c8c74de4e10550,wilder.kicks.airwild.season1.141,Og Zero,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmVxyQcWdxqQxqYodrwQc6pc3fdmTbvRGqo6wTYfLezawU,ipfs://Qmc4kVFPgbxTWTZn4WdUNexMzEc8Mcd2ZzjdU2WUjMSGGa,disabled,Zero,Wilder.Kicks,Black,Resin,Blue,Steel
0x1c8fb4a308f88096cb4f45b18287e3a1e1520780deb01cc3ed25e1f729a2171c,wilder.kicks.airwild.season1.142,Tethered Ribbon,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmRNGoSj3Paz6ZSWMFRRWNBTeLHAhZacGLkXad23fNmAeo,ipfs://QmcYaNpQXACYAwv4XZYknxYVRWUz1zW8dhyMhcwgtc5jRH,disabled,Ribbon,Wilder.Kicks,Yellow,Steel,Yellow,Yellow
0xdda15af8e77aeebea40f981e02f560668e3663adef46013523daa66cd6db7d24,wilder.kicks.airwild.season1.143,Effect Mandala,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmPZ246p8ghmNTFQtVSqmP2P4q8jJ5v7iS4UJ2kPJFcwVE,ipfs://Qme8S4gn4oYuFY2ds9UcXNbv6w8YfFCdDZSsJWkro4Tzte,disabled,Mandala,Wilder.Kicks,Black,Glowstick,Blue,None
0x9ce3cb6c4fd2310794699790b8d5853683443390e62afbe9a94a1375deb7a410,wilder.kicks.airwild.season1.144,Link Ribbon,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmaLCPqYaWrgLKLNxM5Vg5JV3D2wE8CiKJ8R4WBnMBJoPM,ipfs://QmXjEZw1tKTvAGgj67JMvmmmmY8UNgqxqnmLywDoXNMzgh,disabled,Ribbon,Wilder.Kicks,Purple,Steel,Purple,Resin
0xb5c67764f42a978064047b23c2d3eb2a70a1bdefb4d98efef530083b30d6aad0,wilder.kicks.airwild.season1.145,Bond Ribbon,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmTpcg7dgPV8TYdYToTZM9qKVJEbBv3bvAaR2hsdAQv4eV,ipfs://QmaMCoQw6Nyg5RfpXrCFsWu2XCJgZYrciLJx8i8kSxYbDL,disabled,Ribbon,Wilder.Kicks,Blue,Resin,White,Steel
0x69ed015acd38706ee74bb1f5e55a498b36a5daf48b790ab4900f2acfdf365f68,wilder.kicks.airwild.season1.146,Freedom Liquid,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmVouRV7iQ6adoVA2TiChVfrk219WxCKNmLuv2Pxp2dVzc,ipfs://QmZxVC6Uziyx3mjzbqL8rMdXBaTXw4ihRA76qxEhntikSk,disabled,Liquid,Wilder.Kicks,Black,Resin,Orange,Steel
0x0e4440e5ef6d53f057eca7fe608d6cc3b6e9d33a55eb99789dd3727fb605f8af,wilder.kicks.airwild.season1.147,Cerberus Zero,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmarLSCmNkTTH2GvkiKACpxvKrWETqhnQoKEb4MgEMtgzX,ipfs://QmP6T8SbNwCBY5oPLEenWsf5FxZppHKfiLv928fBw5k4ZE,disabled,Zero,Wilder.Kicks,Yellow,Resin,Blue,Steel
0x8ca9dc5a551de63c35a46fd052fffa6055700ee4afa61450ccd80d7a3a4b1253,wilder.kicks.airwild.season1.148,Rapid Momentum,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmXku9SZNamkn6NCZgoGo4xi6v2bXEAN84iAQwJMDxTn5J,ipfs://QmeLHdPXdL5QhU4Yxz8S3umMTumk9fRLo49NiG4FCVjKts,disabled,Momentum,Wilder.Kicks,Black,Glowstick,Red,None
0xf04b5870ead87c10a18dbc45aee0eb24db225d5533c4e03b8a3b4c25f655e637,wilder.kicks.airwild.season1.149,Pace Momentum,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmS8iCWkQanC9z3Bk5aV9BbWUnpSAVdXDDgypCAChkSFvE,ipfs://QmR2run6MAz2eesexwAgH4V836Vq81oZN55r5vzb72Yv8K,disabled,Momentum,Wilder.Kicks,White,Resin,Green,Steel
0x51d158800fdb673781705ceb1ac216be31498ce26c846a001b56597a5f9fe023,wilder.kicks.airwild.season1.15,Wiami Metashroom,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmPG2Un1sEFcRTwh7L5DyZhgHPaTqpreeMZsJL61141s9R,ipfs://Qmc9zxzGjQeWo4FVtck8qUNPb8m2PMWzMDJBmUbSpebjMz,disabled,Metashroom,Wilder.Kicks,Black,Glowstick,Blue,None
0xcd54c7738d455c9ef726613b0ac79e556ccedd8b60d98389f96c8871b7790753,wilder.kicks.airwild.season1.150,Web Ribbon,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmPP1i6iZnB7kBZDzAvnK2WmR5ZwWwSNWj1XrMKKjYnMoE,ipfs://QmWghby9DjKXJzjyShxsxurfqLY5qErN5K1gczXFxyykue,disabled,Ribbon,Wilder.Kicks,Green,Steel,Green,Resin
0xd5ed1b983b99db1f580d9496c0bfd742a4281661ee33c58c7d11652ac3e086df,wilder.kicks.airwild.season1.151,Lightspeed Momentum,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmcGDUcwpgZ8cdm77m1DuwwD7DuhemkdoyaQvQvSs7SMRQ,ipfs://QmZg59zqBmx8YH2HeVx2pGCDSoLs4zx7V7mVkrerA7FVxx,disabled,Momentum,Wilder.Kicks,Black,Glowstick,Blue,None
0xd7502d9cd1e1323dd95d7218f0830c6eaf744bcb337766e8a1cf2a95e7d1a7fe,wilder.kicks.airwild.season1.152,Guru Mandala,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmdG4V6pJApwPT58UK1VgdgbCjyVZ2HDYSewYLybW7BNc5,ipfs://QmcNq1F8ZwLBFahbkMmjnLC1Y7EH9dqWCXTs3J28oFLe2u,disabled,Mandala,Wilder.Kicks,Black,Resin,Mars,Steel
0x6102864611165b4b70723809effc5adb9e91f0254d50ea243db74f3302277a47,wilder.kicks.airwild.season1.153,Ultra Zero,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmQhrDd3MuQpbP64vxcmpBXCPeBFTLRWv5VvnXWeZxkTtM,ipfs://QmaeoGBtyHUPHg4umv8AhTLKW4BLGHL9YUFV3FymJahJPE,disabled,Zero,Wilder.Kicks,None,Steel,None,None
0xcf4a2408db30937f5507798a11a1ee5b179a9e1a2b7f7d10008b3c7d075c933d,wilder.kicks.airwild.season1.154,Energy Fear,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://Qme4RZ2RAWZy3edhYazBB2ChKGwVZ27gcSp6rY698wEXVu,ipfs://QmeDtHV7CWJPnwYXtwZzbGi9CdMzx1vBaHpKU8raPdSC8E,disabled,Fear,Wilder.Kicks,White,Resin,White,Steel
0xfb017e39f248bf8413495962f56f5d38a02b96cb4583e483a51f249fd9924b4d,wilder.kicks.airwild.season1.155,Gallant Fear,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmQC4uXet5QWx7LinDX83Ys4JDt9tFw1M5oPQcNvt7kABx,ipfs://QmYyASTtsgQzJBqUcmXba7zzgDeroN4M54TWWbuzDFNjmw,disabled,Fear,Wilder.Kicks,Red,Resin,Red,Steel
0x883258a91b748a725d7236a1967482ba4af3b09c651ce42a30b4633812d4ad3b,wilder.kicks.airwild.season1.156,Storm Fear,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmWaJ5E7THMQBzAwZh6XpSBH719uK9rME1Q8d8Fko28H1P,ipfs://QmRd8b68TvB8yiYFzERMvsmieL9kub2K5fdRrqecVCEaiB,disabled,Fear,Wilder.Kicks,White,Resin,Orange,Steel
0x082965b330959a9c85adac7744ece9beb47a2c1ef1d8813cf4e2feb50ce7b30e,wilder.kicks.airwild.season1.157,Quantum Liquid,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmUobXKND3FvccFZHTfC3YsxJDayCLVtbj5xc6PucpKwnz,ipfs://QmahmGRC7QwA5yuAheR8vzaSPuvsBGjeWEaDDs3ePfmCmo,disabled,Liquid,Wilder.Kicks,Black,Resin,Green,Steel
0x1b23019804378c83cf0e84b8aaecd334f89add91f532e426492e6c9351f517e3,wilder.kicks.airwild.season1.158,Moon Metashroom,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmdnL4tvsKUmH6zdPUagaXEpQyZwfVPuMDahhRVWSMeHVJ,ipfs://QmRpkVQC3mgZNe4FZCTFYYEDbY27NwtVunx6fnv3SxA1dL,disabled,Metashroom,Wilder.Kicks,Black,Steel,None,None
0xf6eb896bd4b95e6205d3e3cc1e0b10459c723cecb496753ecfa9eb3c9b9c2e58,wilder.kicks.airwild.season1.159,Channel Zero,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmamiQL78aMhnhKdzoNNJqnRn9GCLboNSwcQ56xanwLmUR,ipfs://QmT32rH1P9TnyWpou7geC2Hxv6ouW6VF3VYCUEU1ekQVvn,disabled,Zero,Wilder.Kicks,Blue,Resin,Orange,Steel
0xe08f897b11b0c3c285cb8bd4f7f0f2f4b347a6dc44a4d00a4cf8721f7eccce57,wilder.kicks.airwild.season1.16,Astro Liquid,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmT2XjKW36XaUJxo352ebqqMFHfrYBf4kCbVKi37p1z1Yb,ipfs://QmbKoQVs2uvpv9G5oK9N8cmiQbe8vavmhdU29Ub5LKyJsd,disabled,Liquid,Wilder.Kicks,White,Resin,Orange,Steel
0x5d032476cf32b5e0700f4f6151c42899a4d81dd981181fd7a07d1f428a9b7eae,wilder.kicks.airwild.season1.160,Beyond Momentum,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmcTQJFZJyTHBfxEVqzZbxp5rNxh8x4nxtECMYspCLJmkZ,ipfs://QmX4TNgUK8g4tcoDie9wruPSz8EZtMdTQZ5HvozYWdqrAk,disabled,Momentum,Wilder.Kicks,Black,Resin,Mars,Steel
0x05858ce8ecf94b1a9dcd44fd19ae42bb0fa04f9b5c5bf21975269ac954b237bb,wilder.kicks.airwild.season1.161,Burn Zero,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmPADgoi8cXKYXcKBowUHbsoDoN4xLmYJjKBzpSZG8Ngbp,ipfs://Qmc4SC2bhrFgtCaw2PJcAAuHM9jjm4HuuhizWX64zkLKWK,disabled,Zero,Wilder.Kicks,Black,Resin,Orange,Steel
0x15d36c88f3962d7d1d0873f5c0550e2e9f22d2ee5dbb3d983c3a162a6cfffbaa,wilder.kicks.airwild.season1.162,Gold Instrument,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmUukmgHP2y8qEfwyqzrPVmgQdUFjx1iz5aLJKxBn4amjk,ipfs://Qma1364AGy9NqNMkKQh75hAkJH1QsSWrS335ZPnfpb3b77,disabled,Instrument,Wilder.Kicks,Yellow,Steel,Yellow,Resin
0x3d9e498026c9d736d74531e2c8392f72266ee1911510d8aeb1b3d8e148f52256,wilder.kicks.airwild.season1.163,Cloak Zero,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmfNsWj1q3z1fSeSeUfGLag69KzW9DYLAHE3FhTS4ieTUW,ipfs://QmUJhYjWjpm4asPNvdDRhJCWvpggpVZ2SUmf9NbTg3Nm63,disabled,Zero,Wilder.Kicks,Red,Resin,Purple,Steel
0x372fe2a2a5e9aad7758ab20114a3e552f21ea7cb2e679b5e04cc432456c9329b,wilder.kicks.airwild.season1.164,Og Instrument,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmX4rT51ZcmCigxD6D4taWbQvSJtMsQBCxDknprLMhyeTm,ipfs://QmfXD5ixUDHKHptwMNCNZPccjPBitdd48E5RuCZP8SATvD,disabled,Instrument,Wilder.Kicks,Aqua,Bone,Pink,Resin
0xee59eca8403eaf75651ee02428d281add32097321486fd58f38584de4c14fa04,wilder.kicks.airwild.season1.165,Neo Metashroom,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmTXithXa4EoDuqWJvkpuCTRmP8XcZTc8M3T7RXRoCFNUs,ipfs://QmUtchv75dWmCkQKMNpd2HYdWaK26z9my4LBC1SuiLcdgz,disabled,Metashroom,Wilder.Kicks,Black,Glowstick,Orange,None
0xf03323a6418ad9fd7c3ca07368d319db0ca2c6627903aabe06418797139f9487,wilder.kicks.airwild.season1.166,Deep Momentum,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmXezGQDSredGr94XUWSczeFtfkn8LaLprKgHYWSLrg29A,ipfs://Qmf8eoerSieUYyMSSq7eyevLFcYjhA4FhREtRxUgHrSjHJ,disabled,Momentum,Wilder.Kicks,None,Bone,Yellow,Steel
0xa90dfa0ed622afa94f3b00ac5308c33056055659a22f018d2caed9750f6d9b64,wilder.kicks.airwild.season1.167,Interstellar Liquid,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmfB9eu156mdHoFKVTmZqjirTSkonXLYmPwQ2bbKSMZm9B,ipfs://QmQW9nGNpMraJXA8oU4tctVcCDou9q8o3pyEj25TN8JKsF,disabled,Liquid,Wilder.Kicks,Black,Resin,Purple,Steel
0x7e73cc6fb8eb930f7c398377082536fc3bb82e4623e8143d45a0455780098d17,wilder.kicks.airwild.season1.168,Steam Momentum,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmXLRUrCprHwE8xwnVh2w3RcEA4JyTmnKY71pKc2kNCfT5,ipfs://QmXZaeb7pJ9NZiC1BtYBfmXd3D9BjCK14orm1K1HHCPfMo,disabled,Momentum,Wilder.Kicks,White,Resin,Purple,Steel
0x2b361c6fa5b748d10f496d05513850437fa9379358f662635b31b538d7414b77,wilder.kicks.airwild.season1.169,Vine Zero,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmbAEd5GVtkYBsVWATRFSZ3TMRcYgpx7VCUQ5ThMNmSnnx,ipfs://QmZ8Uq4LxxbXdWjuybBb5KmjiZxkhi5Nwyu7WWZ5uFg2Er,disabled,Zero,Wilder.Kicks,Red,Resin,Green,Steel
0x758972435914e720cee10f3c732b4e5a6535e6569871d23b54dbb1efd3bcfb7c,wilder.kicks.airwild.season1.17,Passion Momentum,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmYEpHsu3TonadBrpbdXZHrU9eKGjtxJujiF6vvusBt9AG,ipfs://QmQdXTdd5RsU1DhBZ2fzEpZ23wn1GeyttCVbHkk3Fo7vWM,disabled,Momentum,Wilder.Kicks,Black,Resin,Green,Steel
0x2ca848621c7f1554adbba86070a1ecc2682040d11e8ddc0264b9d103fd4b87f2,wilder.kicks.airwild.season1.170,Phoenix Metashroom,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmbSSqYmdHZgrFDtsmiL86Dk2fWVf4XwPmBXkcnFytLUsG,ipfs://QmcZz6kz5znTSMf6F18nKXDo7LMmC6K9FZ5uMCGvqMUoNE,disabled,Metashroom,Wilder.Kicks,Black,Glowstick,Green,None
0xf7a1f530d10a617f8c203c3364c92c3f578835ed11e4827203142607a7a91bb3,wilder.kicks.airwild.season1.171,Fiber Ribbon,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmYuFotFwT2d3KSNPBVGNqVwMkXENXCJU9vdJBC1jLVENM,ipfs://QmNWWYFv9Z8AeYpLd6rLFAHRkoczCKduyuNWpUUaAs7TD1,disabled,Ribbon,Wilder.Kicks,White,Steel,White,Resin
0xf32c25e01407cfb1de9c3a3e5b13d9ab5d2d9ef1d7cb6610010b30a062f1dd82,wilder.kicks.airwild.season1.172,Surf Zero,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmTnXi1RrWbp7ExJKuMvf7ydz3i7y8aphrnnDrXEadNMae,ipfs://QmWsrVjTggpY1VTapt5371Aht9gMG9CaEoykf1613fBYyA,disabled,Zero,Wilder.Kicks,Blue,Resin,Blue,Steel
0x4bc7c25fffdcd7aee8eacafed6fabda7ae440a81ff2b0931161ccd116f72f324,wilder.kicks.airwild.season1.173,Control Fear,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmPTrSUeDxXiXfdUdqaCRznKZ2RoroFSQvLiMv2au2aJx9,ipfs://QmWiH31kMVLrXYgrvJARkkuDvzTrDvTwVRamJ2NfxVjAWb,disabled,Fear,Wilder.Kicks,Blue,Resin,Orange,Steel
0xa5fbb7e000858253da642e5979548e90b14477d70b22e9337e06d49816a15355,wilder.kicks.airwild.season1.174,Og Liquid,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmZtGXiJf7JTAEmrscY2ySCN97rCAZ17A7LA9e9yNqbwzf,ipfs://QmYVzXMK1LTuKpZg53qDsHGhrmJj4SKydwqJbjCJTna5Yx,disabled,Liquid,Wilder.Kicks,Sky Blue,Resin,Grey,Steel
0xc75d07388ac1d7421fa3f147b40b9e811366c630a3a3b79c1142030b4a8fa1fc,wilder.kicks.airwild.season1.175,Flare Zero,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmcmAXVtPXMDyv5gvspKB5eBMLQTeGAeGpDSqHHTLsSxop,ipfs://QmRuRhvhsnZg8r2x53jf9T5KHpe61aMRjNEE9DD7breSY3,disabled,Zero,Wilder.Kicks,White,Resin,Orange,Steel
0x8bd76f9558996b8707870412340eff83f927bf38402be3cf1ec5e64bdadd94b4,wilder.kicks.airwild.season1.176,Sunshine Liquid,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmXAXT2jY2EjG9P6h8yGF9v1nnk1fR1XRP6ubyVuijKQKW,ipfs://QmSYZiKNzZkBhV6SE4ovTXDjQrenATcd3epB4NGwQ9Vc9t,disabled,Liquid,Wilder.Kicks,Black,Resin,Mars,Steel
0x0de67b097a0d67fa74ae0290bdbbc2d538eee6c596a2d81ff62f942ac9b393e3,wilder.kicks.airwild.season1.177,Pathfinder Zero,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmcCK7vRmzgS267wHv5r7ULmsLw2WQhxHwMSFqc5pvp9ou,ipfs://QmQFdAaqNqyjGi82K3Z3VrpcQVVmpXs1WM9R7xaEfZuEM9,disabled,Zero,Wilder.Kicks,Green,Resin,Orange,Steel
0x789ad3ba5be2b138b32367b1b9791665f3778d6fb7b67e12c3bd280b275a0897,wilder.kicks.airwild.season1.178,Shine Fear,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmRe5joauFbHoRBPECHrEwdRdrkivEpaFf2ooyiqP5h8PU,ipfs://QmUC45hMYk5pzUeuMxMyGXW5Z6eToqi87we8PucwcQpNo2,disabled,Fear,Wilder.Kicks,None,Gold,None,Gold Leaf
0xa062ed0191edf67651711570d9163a934f2cb6bcd8a1e1407c170341eaf2a6a7,wilder.kicks.airwild.season1.179,Wilder Frosties,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmUUhWscvJpNZHk4Ho5dVGLTdBpPDfa81JgYZWvxbSyeEx,ipfs://QmdQdbcimBBkNpv5Kc5RpbmTe9EeupWvXj4n3GVGNgbafx,disabled,Frosties,Wilder.Kicks,Clear,Resin,Purple,Steel
0xdf6b86a6113938e1d6ec8715f7fca914902760a6c140c21b36d956de956e4603,wilder.kicks.airwild.season1.18,Satalite Zero,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://QmNUhwASGqrsNZxA5dzJtZzGRtLSqT5bN98TmT2waxVopQ,ipfs://Qmc81z7fsWAEMBCEJVCHYajMxtwnoXh81y5mrdqev2hMqY,disabled,Zero,Wilder.Kicks,Yellow,Resin,Red,Steel
0x99a92670b03bf3863645e34247925aef3292df2a122cc5b80e46b5f1cfee14ee,wilder.kicks.airwild.season1.180,Bull Fear,Metaverse ready sneakers brought to you by Wilder World x Pet Liger. Featuring 198 unique digital kicks that have dynamic gameplay attributes in Wilder World. All pairs are procedurally generated 1 of 1 NFTs with various levels of rarity.,ipfs://Qmc1hFSz3Q5UbATPsiWZEGyejxhy3qh1v9Lvzj7783kzQR,ipfs://QmeQcCziJJSrnwiKKCyqqSJjSreQtc2Nirh9oF6a5fnhss,disabled,Fear,Wilder.Kicks,Black,Resin,Orange,Steel
