tokenId,domain,metadata.animation_url,metadata.image,metadata.name,metadata.attributes.1.Bottom Fairing,metadata.attributes.2.Chain Cap,metadata.attributes.3.Color,metadata.attributes.4.Exhaust Pipe,metadata.attributes.5.Headlight,metadata.attributes.6.Number Plate,metadata.attributes.7.Pattern,metadata.attributes.8.Side Fairing,metadata.attributes.9.Speedometer,metadata.attributes.10.Top Chassis,metadata.attributes.11.Wheel,metadata.attributes.12.Wheel Fairing,metadata.attributes.13.Windshield,metadata.description
0x9c7887c94a90a6f35ce2e3242120e8152f0a49697b519ace930bb0e0c10ff2d4,wilder.moto.genesis.1972,ipfs://QmNRYpdcJSLaDZPW4HQ3sCPMo1868teGrWPcskjT1dnLNi,ipfs://QmWNXX7T62XYv6j237syixE1Yg1W2KsUJpsPJUEpiPcKGh,Moto #1973,Type 4,Type 1,Sunshine,Trifecta,Sport,VR-982,Diamond,Type 1,Mechanical,Cruiser,Dirt,Type 3,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x949bb1916ef52e97546c6b65ed89d5f39a0fa7923245fe30f9a0056325b0357f,wilder.moto.genesis.1973,ipfs://QmaE6FqyYwk6EqfeH5fS3XN6HKqoRPe9jHq8bQcm9it4U1,ipfs://Qmakat5JczT3e3mahztJdgAuumf3FKyRhvxWsCUyjFsEwE,Moto #1974,Type 1,Type 2,Hypnosis,Solo,Enduro,MM-905,Level Up,Type 1,Mechanical,Cruiser,Dirt,Type 1,Type 2,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x81a917c827e4564a73abfed607040c19861f9d52f7c60c7f69b285efc078f4ba,wilder.moto.genesis.1974,ipfs://QmRYvKSiZPw2KZSqs5aGj6LuyZymuo8YzedeURLDJfxGnN,ipfs://QmTUHwwv3JsyzUZWrifm6umZs3zkh2vHhUv9kinP2khJhr,Moto #1975,Type 3,Type 1,Wilderness,Solo,Enduro,WW-773,Static,Type 2,Mechanical,Cruiser,Paddle,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x4c7ea3142c021cd6ef817d63098b79683595926e7afb6d4a79fa3206eb322216,wilder.moto.genesis.1975,ipfs://QmTmyk2JqcwNCghumtPrNkb2YKdoupnjwNRaeduH7GkK53,ipfs://QmdTTaivwTSfUfpYTvW68uZsFUswxiUe8aenkhnqMrcRa1,Moto #1976,Type 3,Type 2,Flo,Trifecta,Enduro,ZZ-456,5D,Type 2,Digital,Cruiser,Dirt,Type 1,Type 2,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xf14b8e2c734032941f2c926e38560b3f487233cf167119bd95e4b4511a7f4d95,wilder.moto.genesis.1976,ipfs://QmTqVdJ1xKaJMRHdPsDJqQE6AyqZTp4sKWMTfyV8NV5osd,ipfs://QmV3QX7MBL7eSzpYi2dDyqgQGN4yg8aJfpDtqhn7T5bnUu,Moto #1977,Type 3,Type 3,Hypnosis,Trifecta,Sport,MT-885,Wonder,Type 2,Mechanical,Cruiser,Dirt,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xe674c515331c508bf6eac4f735fdfa509a79fd16fb84ac886524a14158c07047,wilder.moto.genesis.1977,ipfs://QmYrz6NsbRM1C8E2HsehKuZV6wVwDTF47wGQNUqQBp57kQ,ipfs://QmXjCxHeYAThn48sGZJLDi2Tjk1sSJHxz2RiymadRrPT72,Moto #1978,Type 4,Type 2,Sunshine,Solo,Sport,MM-101,Static,Type 2,Mechanical,Cruiser,Paddle,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x761000de3bb42f2fa86904bc26f6a13be74834768f6a10ef018b37bc580ca204,wilder.moto.genesis.1978,ipfs://QmSHB1iVkdiXbFe3FSLVy2qBNt6yowUHoA4hdnEeaUxVxj,ipfs://QmQYXzcgabYeubPGvH59FSFuiLnUFXnup3SrYvw8nFhAGR,Moto #1979,Type 4,Type 3,Hypnosis,Dual,Base,ZS-311,WILD,Type 1,Mechanical,Cruiser,Street,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x211af0363798cf2fa0dbc0118430bd6d99b16d76a4bdb9eb52dfd692bf949e1d,wilder.moto.genesis.1979,ipfs://QmdRaSNEg8MdNUvtPLumVEnd8VPVaoBDCyTrDVuUeA33sS,ipfs://QmXhXxkCDrT6PaGsNK8URcq1droA4i7wSi8s3h9FVHuTh3,Moto #1980,Type 5,Type 2,Rayne,Solo,Sport,MT-686,WILD,Type 1,Digital,Cruiser,Street,Type 1,Type 3,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xf50988a00401e22f853b67b2adfd58266dc8daa92a7a346b87b8fbc6f57f52eb,wilder.moto.genesis.198,ipfs://QmXAHWFdvSoqEJM6CEzyr8svHR2qKntKzj3bPAZpcHdoTN,ipfs://QmVScLu4JhjJuirXvfxhiXQyHXMYGU3bPxDbJDc6jfzLxo,Moto #199,Type 4,Type 2,Paradise,Solo,Base,MT-731,5D,Type 1,Mechanical,Sport,Super Sport,Type 2,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0x1f33ff8ee0fc8599eb27614e12f9e344b2c1a738516a1035034fbe71066cb4eb,wilder.moto.genesis.1980,ipfs://QmeKTAxPMqTTFX99LbhTKZSXaCoF6mGo7q1knsZv6DP1kU,ipfs://QmTumCApmHhpb38Y9GoXpzNDGU6N4vCj1yykoaV4ia1Rvk,Moto #1981,Type 1,Type 2,Oasis,Solo,Base,ZS-136,5D,Type 4,Mechanical,Cruiser,Street,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x3e7364d7b12ec87887c5f15bb30785ea4769bc07de616706484f14d35dd16ff4,wilder.moto.genesis.1981,ipfs://QmdA46MWiA5ECemYcvQNPjaDMgB4ef7A3D2bmrx1ZKe3Kf,ipfs://QmdfVtHroLFAKK8gEepURFzb75hLb8sxPnZA1AsqxJpPEv,Moto #1982,Type 2,Type 1,Rayne,Stacked,Futura,WM-213,Nested,Type 5,Sidecar,Digital,Hover,Turbine,Type 7,Type 2,"The ultimate Moto. A futuristic design that can fly like Wilder Crafts, dominating the skies of Wiami. Experience unbound exploration of the tropics over land and water as the air becomes the new normal."
0x7125f3f115ea382dfb7e23efdc4a372fd02ec2fe58e8943a35c2bec6ce0698d6,wilder.moto.genesis.1982,ipfs://QmU4WD5n6Q8MCP3qEpfQWjpQFxRjrNDzx3eP8zDMcsTq7U,ipfs://QmfBW6Sxnwe3sWs7mYg7rS4uU3GHUR3K6hRZN5kc3QsLg5,Moto #1983,Type 2,Type 1,Hypnosis,Solo,Knight,WM-124,5D,Type 1,Sidecar,Mechanical,Sport,Hyper Sport,Type 2,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0x2bddcf4a9f79bf9447ffd27391f32dc6a8dcfdffa60b09068e458cb30d21c562,wilder.moto.genesis.1983,ipfs://QmcmLyLCt1jyj5HBf6A886DaKjnkDoxf9FLAPXAW3qNgeY,ipfs://Qmb6yrj7RnUXgRaFYQguoYqNanJKMwuussphad2PzGXqVg,Moto #1984,Type 4,Type 1,Hypnosis,Solo,Knight,MM-284,WILD,Type 1,Digital,Cruiser,Street,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x5fdb9b126e985deb6371baff2c5892807b508d3bc765f6d5b61dd1c31bed6408,wilder.moto.genesis.1984,ipfs://QmTZnzBxbnCQqvv8tuRc9uGLngVEG82gEbU4rRhsYZbGs4,ipfs://QmasA1rbVe6rpRhS6dK3dRQ76h4zV7cDyyHQNxbGujM44W,Moto #1985,Type 3,Type 1,Paradise,Solo,Knight,ZS-835,5D,Type 1,Mechanical,Sport,Super Sport,Type 3,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0xa0680d749bc83803336325361e7c704ddecf7990f823827b1d93b806375d25b2,wilder.moto.genesis.1985,ipfs://QmbMKepVpQTTBy4eRbRmVPGBNRydPphQT9i5nzvurHFDtG,ipfs://QmXKr54o3nUMh2Wt95ceqdjUJVjJdFNB1zFc4g2moTMDSy,Moto #1986,Type 3,Type 1,Oasis,Solo,Enduro,MM-924,WILD,Type 1,Digital,Cruiser,Street,Type 3,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xe1ff0e4d20c96a2570bf501ced8ffb77263dadb7e7ec1b1742867e171d1f446e,wilder.moto.genesis.1986,ipfs://QmVcRtngkr3h9rn7SpxX1zq6CUypNvTFohMG5AqJREsoTg,ipfs://QmS1Y79o7uJbBTjJ2ifwDq7ZcnyjXy1ovc2miPddFZux98,Moto #1987,Type 3,Type 2,Hypnosis,Solo,Enduro,VR-762,Level Up,Type 2,Mechanical,Cruiser,Street,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x6b23b64c93a6cc830eb5e905f99fcc4977a77f969c97543b6e278d4edd7995f5,wilder.moto.genesis.1987,ipfs://QmQiBUK8J6wfY2nuf2nyAfKWeDXFLc7TSV8WQ284Y3bx7N,ipfs://QmYu1U6uCvcwPVCzaLzG9RibA7Zesmmc3ppa8E9TUywdao,Moto #1988,Type 3,Type 1,Rayne,Solo,Enduro,WM-103,Vibration,Type 1,Mechanical,Cruiser,Street,Type 1,Type 2,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xe8e91a451f1002c6548c75a05d50273e2a83b5e9442691ade346b98c756b26ae,wilder.moto.genesis.1988,ipfs://QmPzEGTH5z8eabhqUnz8B4cnS9LWTakcwyTtkwR22MekHC,ipfs://Qmbm7e9XGNWtMYDtcmAo7xjP2fEiXeJYyGqLDy7hpH2n3B,Moto #1989,Type 7,Type 1,Hypnosis,Stacked,Base,WM-332,Static,Type 2,Mechanical,Exotic,Bladeless,Type 6,Type 1,"Be released from the challenges of terrain in this bold experiment from Frank Wilderâs lab. This ultra-stylish and bold Moto hovers inches off the ground, removing any friction standing between Wilders and its top speed."
0xcb6517fa064a883eece7432f91b5338ca1a9c4b09327d08ce7c31fe2f969572b,wilder.moto.genesis.1989,ipfs://QmRi5KtUX9WA7JrQghVfLBnMczofbW7HyQqHGDQkNTVyus,ipfs://QmPBq5Dch7xWME1WoGHGhUxPfgL4BxTDRKzTvy2Ls3c1Ba,Moto #1990,Type 1,Type 2,Hypnosis,Solo,Sport,ZZ-767,Distortion,Type 1,Mechanical,Cruiser,Dirt,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x32290668f77db0a9361dcd430c08c98521b15a2a6d581a6ee2983b65a0477620,wilder.moto.genesis.199,ipfs://QmQqJMmXsow889jKJsAoZzwGZigKUHceemVTf9iNqsBSvd,ipfs://QmRDirs29g3MLpV4Z87ZWNGjxAyfB56jttcLrnHp3xfZ3C,Moto #200,Type 1,Type 1,Paradise,Solo,Knight,MT-389,5D,Type 4,Mechanical,Sport,Super Sport,Type 3,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0x7883c0d04fec15e6903a592571ed2b0843247c987f8158c2419d51a4ea72922f,wilder.moto.genesis.1990,ipfs://QmWxSGASJ9Ca6fw1ZSa6q9dFyay6oA2oA2jDyTGukSo2mS,ipfs://QmTZM7ebz2JcHmRhscWwapnGc11D7CN6YD9fQ5QBKMueHJ,Moto #1991,Type 4,Type 1,Hypnosis,Dual,Sport,ZZ-175,Quad,Type 4,Mechanical,Cruiser,Paddle,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xbef063d7837bbb61058967a978857845efd28abaa45a2dab06250cad779b3589,wilder.moto.genesis.1991,ipfs://QmXmucrVCHbt1cdG4TADGhvWcPCfb2F5ikNzBPfuk6P8Rz,ipfs://QmNaPd3QLhx1Dpxf87aJuzvhASaaepBWj7b4q4ED8DvXYH,Moto #1992,Type 1,Type 2,Paradise,Solo,Knight,WW-586,Level Up,Type 4,Mechanical,Cruiser,Dirt,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x18df3aa59b402a9bcde708dc5744228311fef89ef09786ca5e9e56f4f54ead03,wilder.moto.genesis.1992,ipfs://QmaQck9hPEnL9SLFBzg7ZZkMaE3tYL4Yn4YQnU6NbMyw64,ipfs://QmQ4Nd7PzhibKVktCg3d9mPHG2ZDs9WKgx9Ay4Tm431MfV,Moto #1993,Type 5,Type 1,NPC,Stacked,Knight,WM-466,Hexo,Type 1,Digital,Cruiser,Paddle,Type 3,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x2b372d0c02199a5a9998baf17146baf02adc3689656f1665b7a02e80a3cf4698,wilder.moto.genesis.1993,ipfs://QmUjgd1eTyc21bw63hfBhyVBL7xwPHZc6BZ6AcyYjWxbqa,ipfs://QmTRJSEGKMYhmZeWU38qXB4pdzj4fw8CbBCenNjSCvRhSM,Moto #1994,Type 3,Type 2,Oasis,Solo,Enduro,VR-956,Static,Type 1,Mechanical,Cruiser,Street,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xfedd5b902a1b4fb9ee6cb3e8722614fca0e8161ddc70b0bd4da097446cba53da,wilder.moto.genesis.1994,ipfs://QmWGMnKtEg8jnRdHJctwWJYc5iSaUcLSpg7fHmjsQNegYp,ipfs://QmY5s4L9GZZRhTMnbXB4Gh1rdJ2D2GJhmj53eXa4CJxx9t,Moto #1995,Type 3,Type 2,Paradise,Solo,Base,ZZ-783,WILD,Type 5,Mechanical,Cruiser,Street,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x4ead3ead900ac0307205c7159e9a5da45b21373ac28d6408a3fa725bb1398284,wilder.moto.genesis.1995,ipfs://QmXdtLWRvZAeNyoiaC9a6A4UMNrJRYkSWDwkayZbuD4yfm,ipfs://QmWafaXEBWam6uCopGbatDPUJbRfC6c2Zs1s6UM17hb4k2,Moto #1996,Type 7,Type 1,Paradise,Solo,Knight,ZS-430,Vibration,Type 2,Sidecar,Digital,Exotic,Bladeless,Type 6,Type 1,"Be released from the challenges of terrain in this bold experiment from Frank Wilderâs lab. This ultra-stylish and bold Moto hovers inches off the ground, removing any friction standing between Wilders and its top speed."
0x955f71c07ec3355850bb915aff4ecd80645c1209cafd6c0653349d9a8fe563a8,wilder.moto.genesis.1996,ipfs://Qma5PDSrF28RmaNdK5tHzB2dFWP3eDiKJsCjiWXHL9RzyT,ipfs://QmXRQNWgPwiXNtnvhJgN9Qy5VBqk8eeExzgvReSfULddEq,Moto #1997,Type 3,Type 1,Paradise,Dual,Enduro,MT-505,Hexo,Type 2,Mechanical,Cruiser,Paddle,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x6a0d64c43cbe5d146933551774a6d2e293f892bc85f508d55590d9992d0eb5d4,wilder.moto.genesis.1997,ipfs://QmPtr2DCWjEbwgBf2vWKnFRettRzpTAm4yxdgKy1femY5e,ipfs://QmaAse6EY6iPL5ZuuNE8BEdCPCx2jFh5zK1hvs8DZADWZ6,Moto #1998,Type 2,Type 1,Hypnosis,Stacked,Knight,VR-124,Level Up,Type 2,Mechanical,Cruiser,Street,Type 3,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x566aa82545ce0b139abab0c95f24a5dbdf3917f85b474e3857fb0c1c7c18451d,wilder.moto.genesis.1998,ipfs://QmZktkda9pUC774Bx47MCoBVdQ239WSzmrJD2eNrUuhcHH,ipfs://QmTryBtzX2PvkyBGPhWAbuRWknrp1mzEJPBNv2661SK4VS,Moto #1999,Type 3,Type 1,Houdini,Quad,Futura,VR-497,Spaced Out,Type 4,Sidecar,Digital,Hover,Turbine,Type 7,Type 1,"The ultimate Moto. A futuristic design that can fly like Wilder Crafts, dominating the skies of Wiami. Experience unbound exploration of the tropics over land and water as the air becomes the new normal."
0xc6864c4e6e2130e032213e5983e4c8d52e119a2568e0ba6877ce817d8423679c,wilder.moto.genesis.1999,ipfs://QmbbW68rbQoCg82HKBsKJ54qdmd79XvjJrMtodF2ehYxrt,ipfs://QmVsJj4SPWxC9Kk8FBEckBskQT4kyhYWFdKnuEiNciWe5n,Moto #2000,Type 3,Type 1,Hypnosis,Stacked,Base,VR-508,5D,Type 1,Digital,Sport,Super Sport,Type 2,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0x2101b3784895b46a382c2185634acfb8bd0526fb0098170a7f76f6b2037e5223,wilder.moto.genesis.2,ipfs://QmcLRorZv4WW3V36yy93sTfAoYA6hPKNMmV6C3ZXoUDpFT,ipfs://QmQ5WaL2VmhFXqV2duUBRgk9hsmwJQRJi55P2oidaN4Hih,Moto #3,Type 4,Type 2,Rayne,Trifecta,Knight,ZS-153,Static,Type 4,Mechanical,Cruiser,Street,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x848a1f225e81d2666abc212aaae51641597eddbfa0b4064a51f9f272accf6f06,wilder.moto.genesis.20,ipfs://QmQuDNeB5sDaeaFsc5d2f9BcUwLTKjLApKiBLQ4ZeacTxJ,ipfs://QmSCNjME4zJBf8P27V7v4U2wzaUNZUGf7vJKbS5QTN4w1u,Moto #21,Type 4,Type 2,Q,Solo,Knight,ZS-143,5D,Type 2,Digital,Cruiser,Street,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xd3361692368c2b2f3bd31bbac3c67c4678469fbda6f952c4421b5b5541dd84fe,wilder.moto.genesis.200,ipfs://Qme6vvzqwRH4kctEmHL22dFgffExvWVJhjwrpf44TGMFhd,ipfs://QmPEDns6m5kuicPDzspJEK943uJx6UaVDzL1HNDKU5PaCX,Moto #201,Type 5,Type 2,Rayne,Solo,Base,WW-538,Static,Type 1,Mechanical,Sport,Hyper Sport,Type 2,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0x4a3a8de45bae6edcb089a62295b6e1f5827efd043b8b8a70ff4d78ee768f83f9,wilder.moto.genesis.2000,ipfs://QmfXTGmr5sebmUv8JMgcRJiKArk5suTEvhVE33dCcdcjk4,ipfs://QmZ5d6ZonCVNHrFqXaFvZXZ21YY2vHtErajcvwRjtmyuAx,Moto #2001,Type 4,Type 1,Houdini,Quad,Futura,VR-297,Quad,Type 6,Sidecar,Digital,Hover,Turbine,Type 7,Type 2,"The ultimate Moto. A futuristic design that can fly like Wilder Crafts, dominating the skies of Wiami. Experience unbound exploration of the tropics over land and water as the air becomes the new normal."
0x207a1c84950dcab6591c8f56b2017e6fd06328ac4e1700bf8eaa78095fd18f57,wilder.moto.genesis.2001,ipfs://QmaCSEddhbMjxFXx612X2SRq3wtcyzByPZtYvey57Zz83B,ipfs://QmVXmyUVDab4J6dEYQCZGWJdn7Yhimg2YLg7owXwvp9Dvm,Moto #2002,Type 2,Type 1,Rayne,Solo,Base,WW-456,Beam,Type 1,Mechanical,Sport,Super Sport,Type 3,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0xbf842ce8dc37bbb21b924cc338837f9e28764d4051e75ca7c885dbe200bf480a,wilder.moto.genesis.2002,ipfs://QmUf44ameeen1Qq5V91EnRZuCQkbzXXRTi6BN9YBBkDaKH,ipfs://QmNxa29Q7JcoqD1f8nBg47sLBTCfRYFi6CavP1EqVdwrpP,Moto #2003,Type 4,Type 1,Hypnosis,Trifecta,Sport,MM-298,5D,Type 2,Mechanical,Cruiser,Paddle,Type 3,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x8b47c99434dd90099da64d283ea7dcb7333a98af413162b9ad00515dc9e6833b,wilder.moto.genesis.2003,ipfs://QmRKHr9yQNg9Wrw5ikdaL5zhC8pUXmqmGEoJFn3T8Ryc9v,ipfs://QmNco45XRbsmKzkoMrUaLWsAg5NBbHbANFPHSCfaTHrkYD,Moto #2004,Type 5,Type 1,Hypnosis,Solo,Knight,MT-331,5D,Type 2,Mechanical,Cruiser,Dirt,Type 3,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xcb89ba09fde883ad693546adf306e9a366b366a5bb2436b967f3beb6e62a1baa,wilder.moto.genesis.2004,ipfs://QmZ7CkaRvbDEirSfPCBG5mFqh58u11o91R5BnxzjVrzzwt,ipfs://QmYEwPuyPvwuH5uaTsCaSkoLAfvVWiEYqrDdVGcGz53TWM,Moto #2005,Type 4,Type 2,Hypnosis,Trifecta,Sport,VR-798,Beam,Type 2,Digital,Cruiser,Street,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xb1b13bd82f4d872f7065d21527ef7b936d29ce8adf4db71074d08ce71c8c0889,wilder.moto.genesis.2005,ipfs://QmV4D7HtPEs1rUT5gWDJxHRGEdp7DC2eaBTnLipeK9MUWr,ipfs://QmZo8DYDT7je2HuGcMKPycnKiPtpRhcXJdhiteH9WC2KKX,Moto #2006,Type 1,Type 1,Hypnosis,Trifecta,Sport,MM-584,Diamond,Type 2,Mechanical,Cruiser,Dirt,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x5da5378c1d0b285379ef1d83d3599da84e9dbbbc8eb7122de6f9457a9d00b7dd,wilder.moto.genesis.2006,ipfs://QmYpgRTjtQugCexsn2tPfedVzp9gGmT9jo5cFas7o6SZmW,ipfs://QmQm43v2YJ2xFm7NHqrKEH7m3rSwxYhVzS4U3mvX7wtjgZ,Moto #2007,Type 2,Type 1,Flo,Solo,Sport,WM-476,Vibration,Type 1,Digital,Sport,Super Sport,Type 4,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0x42ffeb60857d3e34b420f8460d463434ef61ed154ab4e339ef6d02aa54aa5af6,wilder.moto.genesis.2007,ipfs://QmVvyBdLjpMkaqYCiaec6F21L55SVY7yNgiQXpNiPeThzB,ipfs://QmbSCPJiSQ1dsNPgmjX3N1Xa9WLrGxyGDDQQ25r4tmoKmD,Moto #2008,Type 4,Type 2,Rayne,Solo,Base,ZS-662,Static,Type 1,Mechanical,Cruiser,Dirt,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x505d3d9311dcce46e1e9602f7fc6bb924063ab3cc479421c8784a7d3f51865fd,wilder.moto.genesis.2008,ipfs://QmUtJgW1JjcCANmQnJ3fFQkGDHU1NLztR73wdjYzukdTQd,ipfs://Qma19dCgUmHyT2Zess2pxdPm9KLKqP5c8bsZr81KKT6NNH,Moto #2009,Type 3,Type 1,Sunshine,Trifecta,Knight,MT-253,Level Up,Type 2,Digital,Cruiser,Street,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x9c6f8b17300facf36986737c2f13783e0578e11ec0660937cbe8e61d247e9549,wilder.moto.genesis.2009,ipfs://Qmb9H67mx4v5aixwuoDWGYRRjeqMuMfMaQbjYHyYjBfPR4,ipfs://Qma52KEKX5PgCVtZJZ7n7cxQDV7kzShrfuahn892TVmALo,Moto #2010,Type 3,Type 2,Oasis,Dual,Glide,ZS-692,Hexo,Type 1,Mechanical,Cruiser,Street,Type 3,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x1659cca558cedaeb09358f9553f15485929c4c5c01b4afb72b46c1b5cedcb574,wilder.moto.genesis.201,ipfs://QmNfPjuPTXCRFGNuegq2tCMvbM6ZNzmXJVsaCm1azr88dT,ipfs://QmWHZpRbZ6sgmk2rDpmJnhUw9M4LSfPq6xRvLLqo88VsT3,Moto #202,Type 1,Type 1,Flo,Solo,Enduro,MM-153,Static,Type 4,Digital,Cruiser,Dirt,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x00b126d527a3f0ed03240e41518b39ec2c179e60d2245f00f4cf35e6b283a303,wilder.moto.genesis.2010,ipfs://QmNbUcNroW1nhxr4v1WimGPfdKLLFFc358Pt6Fgk9BdYva,ipfs://QmV33ttQ8tTFRhr5rRW7dN5FmjLrtiBQSZncQHW93MiZ6r,Moto #2011,Type 3,Type 1,Wilderness,Solo,Base,VR-279,Distortion,Type 1,Mechanical,Sport,Hyper Sport,Type 3,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0xf0e531db242647182d2b594c42f0678081b4a83616a3d3276be7dcb504d096cb,wilder.moto.genesis.2011,ipfs://QmYxUxURWpNGUtwPKoSPDWMtCn6e6UMXjsKxXn2VdJsS3J,ipfs://QmfXHnXikrRhnrTYtLXo14kYTbhskrQJeyBzhggSWTvzLV,Moto #2012,Type 5,Type 1,Paradise,Solo,Sport,MT-945,Vibration,Type 2,Mechanical,Sport,Hyper Sport,Type 1,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
